,Número Licitação,Código UG,Nome UG,Código Modalidade Compra,Modalidade Compra,Número Processo,Objeto,Situação Licitação,Código Órgão Superior,Nome Órgão Superior,Código Órgão,Nome Órgão,Município,Data Resultado Compra,Data Abertura,total,tipo,TAG
776,902020,150247,COMPLEXO HOSPITALAR E DE SAUDE DA UFBA,-99,Pregão - Registro de Preço,23066024317/20-24,"Objeto: Pregão Eletrônico -  Registro de Preços - 90/2020 - para eventual aquisição de medicamentos para atender as necessidades do Hospital Ana Nery, unidade integrante do Complexo Hospitalar e de Saúde/UFBA. Informações gerais: Senhores licitantes, ocorrendo divergência entre a descrição do produto constante no código SIASG (CATMAT) e no Termo de Referência (Anexo I), prevalecerá a descrição deste último, a fim de tornar mais ágil a fase de habilitação.",Publicado,26000,Ministério da Educação,26232,Universidade Federal da Bahia,SALVADOR,07/01/2021,08/12/2020,0.0,COMPRA/SERVIÇOS,0
777,902020,154047,FUNDACAO UNIVERSIDADE FEDERAL DE PELOTAS,-99,Pregão - Registro de Preço,23110027727202044,Objeto: Pregão Eletrônico -  AQUISIÇÃO DE ITENS PARA ESTÚDIO De PRODUÇÃO FONOGRÁFICA,Publicado,26000,Ministério da Educação,26278,Fundação Universidade Federal de Pelotas,PELOTAS,27/01/2021,21/12/2020,88500.0,COMPRA/SERVIÇOS,0
778,902020,155009,HOSPITAL UNIVERSITARIO DE BRASILIA,-99,Pregão - Registro de Preço,23522025279202001,"Objeto: Pregão Eletrônico -  Aquisição de MEDICAMENTOS ANTINEOPLÁSICOS PARA O HOSPITAL UNIVERSITÁRIO DE BRASÍLIA - HUB, referente ao pregão 90/2020.",Publicado,26000,Ministério da Educação,26443,Empresa Brasileira de Serviços Hospitalares,BRASILIA,19/01/2021,12/01/2021,80481.25,COMPRA/SERVIÇOS,0
779,902020,168005,INDUSTRIA DE MATERIAL BELICO DO BRASIL/FI,-99,Pregão - Registro de Preço,2020PR000090,"Objeto: Pregão Eletrônico -  Contratação de empresa especializada em locação de central telefônica, com prestação de serviços de manutenção e suporte técnico.",Evento de Resultado de Julgame,52000,Ministério da Defesa,52221,Indústria de Material Bélico do Brasil,ITAJUBA,22/01/2021,05/01/2021,14820.0,COMPRA/SERVIÇOS,0
780,912020,155125,HOSPITAL UNIVERSITARIO DE SANTA MARIA,-99,Pregão - Registro de Preço,23541001060202080,Objeto: Pregão Eletrônico -  A aquisição parcelada e eventual de gêneros alimentícios em geral para a Unidade de Nutrição Clínica do HUSM.,Publicado,26000,Ministério da Educação,26443,Empresa Brasileira de Serviços Hospitalares,SANTA MARIA,29/01/2021,11/12/2020,97650.0,COMPRA/SERVIÇOS,0
781,922020,120195,CENTRO DE AQUISICOES ESPECIFICAS,-99,Pregão - Registro de Preço,67106011431201911,Objeto: Pregão Eletrônico -  Registro de preços para Aquisição de Tecidos,Publicado,52000,Ministério da Defesa,52111,Comando da Aeronáutica,RIO DE JANEIRO,29/01/2021,13/05/2020,0.0,COMPRA/SERVIÇOS,0
782,922020,150182,PRO-REITORIA DE ADMINISTRACAO/UFF,-99,Pregão - Registro de Preço,23069160213202052,"Objeto: Pregão Eletrônico -  Aquisição de equipamentos, materiais e outros produtos de uso hospitalar, para atender ao Hospital Maternidade São Domingos Sávio - (Unidade Avançada José Veríssimo) no Município de ORIXIMINÁ no Estado do PARÁ - PA, por meio da Pró-Reitoria de Administração (PROAD), em Niterói   RJ",Evento de Resultado de Julgame,26000,Ministério da Educação,26236,Universidade Federal Fluminense,NITEROI,05/01/2021,17/12/2020,4200.0,COMPRA/SERVIÇOS,0
783,922020,155019,HOSPITAL UNIVERSITARIO JULIO MULLER,-99,Pregão - Registro de Preço,23532004003/20-61,Objeto: Pregão Eletrônico -  Implantação de Registro de Preços para aquisições futuras e eventuais de Materiais de consumo para Saúde - Descartáveis diversos;,Publicado,26000,Ministério da Educação,26443,Empresa Brasileira de Serviços Hospitalares,CUIABA,05/01/2021,10/12/2020,15120.0,COMPRA/SERVIÇOS,0
784,932020,150247,COMPLEXO HOSPITALAR E DE SAUDE DA UFBA,-99,Pregão - Registro de Preço,23066024746/20-00,"Objeto: Pregão Eletrônico -  Registro de Preços - 93/2020 - para eventual aquisição de de INSUMOS VETERINARIOS, visando atender as necessidades do Hospital de Medicina Veterinária Renato R. de Medeiros Neto - HOSPMEV e unidades integrantes do Complexo Hospitalar e de Saúde/UFBA. Informações gerais: Senhores licitantes, ocorrendo divergência entre a descrição do produto constante no código SIASG (CATMAT) e no Termo de Referência (Anexo I), prevalecerá a descrição deste último.",Publicado,26000,Ministério da Educação,26232,Universidade Federal da Bahia,SALVADOR,06/01/2021,08/12/2020,0.0,COMPRA/SERVIÇOS,0
785,932020,155915,HOSPITAL UNIVERSTIARIO ANTONIO PEDRO,-99,Pregão - Registro de Preço,23818011162202016,"Objeto: Pregão Eletrônico -  Aquisição de Medicamentos, cancelados nos pregões 50/20, 55/20 e 62/20, visando suprimento do HUAP/EBSERH, para abastecer a Unidade de Farmácia do Hospital Universitário Antônio Pedro da UFF   Filial EBSERH",Publicado,26000,Ministério da Educação,26443,Empresa Brasileira de Serviços Hospitalares,NITEROI,25/01/2021,16/11/2020,18984.0,COMPRA/SERVIÇOS,0
786,942020,155011,HOSPITAL DE CLINICAS DA UFTM,-99,Pregão - Registro de Preço,23521014782/20-32,"Objeto: Pregão Eletrônico -  Contratação de empresa para prestação de serviço de locação de impressoras matricial, etiquetas, pulseiras e térmica não fiscal com fornecimento de insumos etiquetas, pulseiras, papel térmico, formulários e software, compreendendo o serviço de impressão, entrega, instalação, manutenção e reposição de peças, atendendo as necessidades do HC- UFTM.",Publicado,26000,Ministério da Educação,26443,Empresa Brasileira de Serviços Hospitalares,UBERABA,05/01/2021,14/12/2020,198000.0,COMPRA/SERVIÇOS,0
787,942020,254446,INSTITUTO DE TECNOLOGIA EM FARMACOS,-99,Pregão - Registro de Preço,25387000260202071,"Objeto: Pregão Eletrônico -  Registro de preços objetivando o fornecimento de reagentes, solventes e outros.",Evento de Resultado de Julgame,36000,Ministério da Saúde,36201,Fundação Oswaldo Cruz,RIO DE JANEIRO,07/01/2021,11/11/2020,24516.0,COMPRA/SERVIÇOS,0
788,952020,926607,PREFEITURA MUNICIPAL DE GOVERNADOR VALADARES,-99,Pregão - Registro de Preço,446/2020,Objeto: Pregão Eletrônico -  Aquisição de equipamento para o centro cirúrgico do HMGV com recurso do Programa de Saúde do FNS - proposta 73964.934000/1180-07 portaria Nº3213 de 04/10/2018,Evento de Reabertura de Prazo ,99900,REPUBLICA FEDERATIVA DO BRASIL,95120,ESTADO DE MINAS GERAIS,Inválido,21/01/2021,09/12/2020,80400.0,COMPRA/SERVIÇOS,0
789,952020,150247,COMPLEXO HOSPITALAR E DE SAUDE DA UFBA,-99,Pregão - Registro de Preço,23066026012/20-57,"Objeto: Pregão Eletrônico -  Registro de Preços - 95/2020 - para eventual aquisição de Órtese, Prótese E Material Especial   OPME para atender as necessidades do Hospital Ana Nery, unidade integrante do Complexo Hospitalar e de Saúde/UFBA. Informações gerais: Senhores licitantes, ocorrendo divergência entre a descrição do produto constante no código SIASG (CATMAT) e no Termo de Referência (Anexo I), prevalecerá a descrição deste último, a fim de tornar mais ágil a fase de habilitação.",Publicado,26000,Ministério da Educação,26232,Universidade Federal da Bahia,SALVADOR,04/01/2021,16/12/2020,0.0,COMPRA/SERVIÇOS,0
790,952020,155009,HOSPITAL UNIVERSITARIO DE BRASILIA,-99,Pregão - Registro de Preço,23522023601202059,"Objeto: Pregão Eletrônico -  Aquisição de materiais para procedimentos cirúrgicos do HUB, referente ao pregão 095/2020.",Publicado,26000,Ministério da Educação,26443,Empresa Brasileira de Serviços Hospitalares,BRASILIA,18/01/2021,18/11/2020,9000.0,COMPRA/SERVIÇOS,0
791,952020,155125,HOSPITAL UNIVERSITARIO DE SANTA MARIA,-99,Pregão - Registro de Preço,23541001066202057,"Objeto: Pregão Eletrônico -  A aquisição eventual e parcelada de blefarostato, instrumentais cirúrgicos, braçadeiras para monitores cardíacos, cabos, sensores, eletrodos, rabichos e vedantes dentre outras peças para equipamentos médicos para o HUSM.",Publicado,26000,Ministério da Educação,26443,Empresa Brasileira de Serviços Hospitalares,SANTA MARIA,20/01/2021,01/12/2020,0.0,COMPRA/SERVIÇOS,0
792,952020,168004,INDUSTRIA DE MATERIAL BELICO DO BRASIL/FPV,-99,Pregão - Registro de Preço,318/IMBEL/FPV/20,Objeto: Pregão Eletrônico -  Aquisição de equipamentos e materiais para montagem da Sala de Exposição e minicozinha industrial do Lounge da FPV,Evento de Resultado de Julgame,52000,Ministério da Defesa,52221,Indústria de Material Bélico do Brasil,PIQUETE,07/01/2021,29/12/2020,890.0,COMPRA/SERVIÇOS,0
793,962020,120629,BASE AEREA DE CANOAS,-99,Pregão - Registro de Preço,6727835328202010,"Objeto: Pregão Eletrônico -  O objeto da presente licitação é o registro de preços para fornecimento Órteses, Próteses e Materiais Especiais (OPME), Anexo A do Termo de Referência, em proveito do Hospital de Aeronáutica de Canoas (HACO), conforme condições, quantidades e exigências estabelecidas neste Edital e seus Anexos.",Publicado,52000,Ministério da Defesa,52111,Comando da Aeronáutica,CANOAS,15/01/2021,12/01/2021,1760.04,COMPRA/SERVIÇOS,0
794,962020,150247,COMPLEXO HOSPITALAR E DE SAUDE DA UFBA,-99,Pregão - Registro de Preço,23066026645/20-65,"Objeto: Pregão Eletrônico -  Registro de Preços - 96/2020 - para eventual aquisição de REAGENTES COM COMODATO, visando atender as necessidades do LABORATÓRIO DE ANÁLISES CLÍNICAS E TOXICOLÓGICAS (LACTFAR-UFBA), unidade integrante do Complexo Hospitalar e de Saúde/UFBA. Informações gerais: Senhores licitantes, ocorrendo divergência entre a descrição do produto constante no código SIASG (CATMAT) e no Termo de Referência (Anexo I), prevalecerá a descrição deste último, a fim de tornar mais ágil a fase de",Publicado,26000,Ministério da Educação,26232,Universidade Federal da Bahia,SALVADOR,20/01/2021,18/01/2021,24930.0,COMPRA/SERVIÇOS,0
795,962020,168004,INDUSTRIA DE MATERIAL BELICO DO BRASIL/FPV,-99,Pregão - Registro de Preço,320/IMBEL/FPV/20,Objeto: Pregão Eletrônico -  Materiais mecânicos para a reforma da tancagem de ácidos residuais da Seção de Fabricação de Nitroglicerina.,Evento de Resultado de Julgame,52000,Ministério da Defesa,52221,Indústria de Material Bélico do Brasil,PIQUETE,26/01/2021,22/01/2021,53.88,COMPRA/SERVIÇOS,0
796,972020,925957,SECRETARIA DA SEG.PÚBLICA DO ESTADO DO TO,-99,Pregão - Registro de Preço,2020/31000/0703,Objeto: Pregão Eletrônico -  Aquisição de material de consumo.,Divulgado,99900,REPUBLICA FEDERATIVA DO BRASIL,93720,ESTADO DE TOCANTINS,Inválido,19/01/2021,24/11/2020,10336.0,COMPRA/SERVIÇOS,0
797,972020,150247,COMPLEXO HOSPITALAR E DE SAUDE DA UFBA,-99,Pregão - Registro de Preço,23066026676/20-16,"Objeto: Pregão Eletrônico -  Registro de Preços - 97/2020 - para eventual aquisição de de MEDICAMENTOS , visando atender as necessidades do Hospital Ana Nery e unidades integrantes do Complexo Hospitalar e de Saúde/UFBA. Informações gerais: Senhores licitantes, ocorrendo divergência entre a descrição do produto constante no código SIASG (CATMAT) e no Termo de Referência (Anexo I), prevalecerá a descrição deste último, a fim de tornar mais ágil a fase de habilitação.",Publicado,26000,Ministério da Educação,26232,Universidade Federal da Bahia,SALVADOR,26/01/2021,10/12/2020,24084.0,COMPRA/SERVIÇOS,0
798,982020,925449,FUND.PUBL.EST.HOSP.DE CLÍNICAS GASPAR VIANNA,-99,Pregão - Registro de Preço,645926/2020,"Objeto: Pregão Eletrônico -  A presente licitação tem por objeto o Registro de Preços para aquisição eventual de Transdutores de Pressão, com cabos, suportes e placas em comodato, para atender a necessidade de 12 (doze) meses no Centro Cirúrgico e Unidades de Terapia Intensiva da Fundação Pública Estadual Hospital de Clínicas Gaspar Vianna (FHCGV).",Divulgado,99900,REPUBLICA FEDERATIVA DO BRASIL,93420,ESTADO DO PARA,Inválido,22/01/2021,29/10/2020,168000.0,COMPRA/SERVIÇOS,0
799,982020,150247,COMPLEXO HOSPITALAR E DE SAUDE DA UFBA,-99,Pregão - Registro de Preço,23066026645/20-65,"Objeto: Pregão Eletrônico -  Registro de Preços - 98/2020 - para eventual aquisição de de MEDICAMENTOS, visando atender as necessidades do Hospital Ana Nery, e unidades integrantes do Complexo Hospitalar e de Saúde/UFBA. Informações gerais: Senhores licitantes, ocorrendo divergência entre a descrição do produto constante no código SIASG (CATMAT) e no Termo de Referência (Anexo I), prevalecerá a descrição deste último, a fim de tornar mais ágil a fase de habilitação.",Publicado,26000,Ministério da Educação,26232,Universidade Federal da Bahia,SALVADOR,13/01/2021,14/12/2020,0.0,COMPRA/SERVIÇOS,0
800,982020,153031,UNIFESP-UNIVERSIDADE FEDERAL DE SAO PAULO,-99,Pregão - Registro de Preço,23089015041202025,"Objeto: Pregão Eletrônico -  Registro de preços para eventual aquisição de eletroeletrônicos, eletrodomésticos, mobiliários e produtos diversos, para o Campus Guarulhos da Universidade Federal de São Paulo.",Publicado,26000,Ministério da Educação,26262,Universidade Federal de São Paulo,SAO PAULO,22/01/2021,19/01/2021,0.0,COMPRA/SERVIÇOS,0
801,982020,155008,HOSPITAL UNIVERSITARIO DO PIAUI,-99,Pregão - Registro de Preço,23524031246201938,"Objeto: Pregão Eletrônico -  Referência o Registro de Preço, consignado em ata, pelo prazo de 12 (doze) meses, para eventual aquisição de ÓRTESES, PRÓTESES E MATERIAIS ESPECIAIS DE USO EM ORTOPEDIA PARA CIRURGIAS DE JOELHO, em regime de antecipação, para atendimento da UNIDADE DO SISTEMA MUSCULOESQUELÉTICO do Hospital Universitário da Universidade Federal do Piauí   HU/PI, gerido pela Empresa Brasileira de Serviços Hospitalares   EBSERH, de acordo com as especificações, quantitativos e condições do TR.",Publicado,26000,Ministério da Educação,26443,Empresa Brasileira de Serviços Hospitalares,TERESINA,22/01/2021,09/12/2020,177000.0,COMPRA/SERVIÇOS,0
802,982020,168004,INDUSTRIA DE MATERIAL BELICO DO BRASIL/FPV,-99,Pregão - Registro de Preço,346/IMBEL/FPV/20,Objeto: Pregão Eletrônico -  Aquisição de Reagentes Químicos para a SEGQ-FPV,Evento de Resultado de Julgame,52000,Ministério da Defesa,52221,Indústria de Material Bélico do Brasil,PIQUETE,15/01/2021,28/12/2020,63.0,COMPRA/SERVIÇOS,0
803,982020,168005,INDUSTRIA DE MATERIAL BELICO DO BRASIL/FI,-99,Pregão - Registro de Preço,2020PR00098,"Objeto: Pregão Eletrônico -  Contratação de empresa especializada e certificada para realizar análise do efluente atmosférico das fontes estacionárias da Indústria de Material Bélico do Brasil   Fábrica de Itajubá/MG, conforme descrição do Termo de Referência do Edital.",Evento de Resultado de Julgame,52000,Ministério da Defesa,52221,Indústria de Material Bélico do Brasil,ITAJUBA,26/01/2021,25/01/2021,27436.0,COMPRA/SERVIÇOS,0
804,992020,926658,HOSPITAL METROPOLITANO ODILON BEHRENS,-99,Pregão - Registro de Preço,010374722061,"Objeto: Pregão Eletrônico -  Registro de preços consignado em ata para aquisição de equipamento de imagem p para o Hospital Metropolitano Odilon Behrens, conforme especificação técnica e condições comerciais contidas no Anexo I do Instrumento Convocatório.",Evento de Reabertura de Prazo ,99900,REPUBLICA FEDERATIVA DO BRASIL,95120,ESTADO DE MINAS GERAIS,Inválido,11/01/2021,02/10/2020,257465.0,COMPRA/SERVIÇOS,0
805,992020,925449,FUND.PUBL.EST.HOSP.DE CLÍNICAS GASPAR VIANNA,-99,Pregão - Registro de Preço,43021/2020,"Objeto: Pregão Eletrônico -  A presente licitação tem por objeto o Registro de Preços para Aquisição eventual de Órteses, Próteses e Materiais Especializados (OPMEs) para Radiologia Intervencionista, cancelados no Pregão Eletrônico nº68/2019, em regime de antecipação, utilizados nos procedimentos endovasculares em pacientes do SUS, na Fundação Pública Estadual Hospital de Clínicas Gaspar Vianna (FHCGV).",Divulgado,99900,REPUBLICA FEDERATIVA DO BRASIL,93420,ESTADO DO PARA,Inválido,22/01/2021,09/11/2020,0.0,COMPRA/SERVIÇOS,0
806,992020,120644,GRUPAMENTO DE APOIO DE CURITIBA,-99,Pregão - Registro de Preço,67613009457202002,Objeto: Pregão Eletrônico -  Registro de Preços para Aquisição de material permanente para instrução militar e operações militares para o Esquadrão de Segurança e Defesa de  Curitiba (ESD-CT).,Publicado,52000,Ministério da Defesa,52111,Comando da Aeronáutica,CURITIBA,20/01/2021,27/10/2020,0.0,COMPRA/SERVIÇOS,0
807,992020,168004,INDUSTRIA DE MATERIAL BELICO DO BRASIL/FPV,-99,Pregão - Registro de Preço,368/IMBEL/FPV/20,Objeto: Pregão Eletrônico -  Aquisição de equipamentos de automação.,Evento de Resultado de Julgame,52000,Ministério da Defesa,52221,Indústria de Material Bélico do Brasil,PIQUETE,28/01/2021,25/01/2021,25436.0,COMPRA/SERVIÇOS,0
808,992020,791010,CENTRO DE INTENDEN. DA MARINHA EM NITEROI,-99,Pregão - Registro de Preço,63512000625202073,"Objeto: Pregão Eletrônico -  O objeto da presente licitação é a escolha da proposta mais vantajosa para a aquisição de testes de triagem inicial para detecção do antígeno da COVID-19 por imunoensaio fluorescente, bem como a cessão de aparelho de leitura em comodato, visando identificar laboratorialmente os pacientes na fase precoce da doença",Publicado,52000,Ministério da Defesa,52131,Comando da Marinha,NITEROI,06/01/2021,28/12/2020,89955.0,COMPRA/SERVIÇOS,0
809,1002020,120644,GRUPAMENTO DE APOIO DE CURITIBA,-99,Pregão - Registro de Preço,67613002270202070,Objeto: Pregão Eletrônico -  Registro de preços para Aquisição de material de consumo para o Esquadrão de Segurança e Defesa de Curitiba (ESD-CT) Do Segundo Centro Integrado de Defesa Aérea e Controle do Tráfego Aéreo (CINDACTA II) e Destacamentos subordinados.,Publicado,52000,Ministério da Defesa,52111,Comando da Aeronáutica,CURITIBA,14/01/2021,29/10/2020,13301.0,COMPRA/SERVIÇOS,0
